"","Island","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Species","art_predictions","sex_predictions"
"298","Biscoe",37.25,16.65,187,3500,"FEMALE","Adelie","Adelie","FEMALE"
"299","Biscoe",34.35,17.85,188,3462.5,"FEMALE","Adelie","Adelie","FEMALE"
"300","Dream",36.65,17.05,182,3187.5,"FEMALE","Adelie","Adelie","FEMALE"
"301","Torgersen",37.45,16.65,191,3400,"FEMALE","Adelie","Adelie","FEMALE"
"302","Torgersen",36.25,18.7,188,3225,"FEMALE","Adelie","Adelie","FEMALE"
"303","Dream",37.5,17.15,191.5,3412.5,"FEMALE","Adelie","Adelie","FEMALE"
"304","Torgersen",37.05,18.2,186.5,3200,"FEMALE","Adelie","Adelie","FEMALE"
"305","Torgersen",34.75,18.1,187.5,3325,"FEMALE","Adelie","Adelie","FEMALE"
"306","Torgersen",39.6,17.95,184.5,3575,"FEMALE","Adelie","Adelie","FEMALE"
"307","Torgersen",39.75,17.9,184.5,3237.5,"FEMALE","Adelie","Adelie","FEMALE"
"308","Dream",37.9,18.35,190,3150,"FEMALE","Adelie","Adelie","FEMALE"
"309","Dream",37.45,16.65,182,3487.5,"FEMALE","Adelie","Adelie","FEMALE"
"310","Biscoe",35.75,17.9,190,3237.5,"FEMALE","Adelie","Adelie","FEMALE"
"311","Torgersen",39.85,18.25,193.5,3112.5,"FEMALE","Adelie","Adelie","FEMALE"
"312","Biscoe",40.8,18.25,183.5,3487.5,"FEMALE","Adelie","Adelie","FEMALE"
"313","Torgersen",36.55,17.55,181.5,3200,"FEMALE","Adelie","Adelie","FEMALE"
"314","Biscoe",35.7,17.55,187,3300,"FEMALE","Adelie","Adelie","FEMALE"
"315","Torgersen",39.1,18.05,188,3700,"FEMALE","Adelie","Adelie","FEMALE"
"316","Dream",37.55,17.55,181,3412.5,"FEMALE","Adelie","Adelie","FEMALE"
"317","Torgersen",40.35,17.8,184.5,3325,"FEMALE","Adelie","Adelie","FEMALE"
"318","Biscoe",38.75,18.1,190.5,3512.5,"FEMALE","Adelie","Adelie","FEMALE"
"319","Dream",38,16.6,183.5,3325,"FEMALE","Adelie","Adelie","FEMALE"
"320","Dream",35.3,17.85,184.5,3312.5,"FEMALE","Adelie","Adelie","FEMALE"
"321","Torgersen",38.3,18.85,191,3375,"FEMALE","Adelie","Adelie","FEMALE"
"322","Torgersen",37.45,17.45,186,3300,"FEMALE","Adelie","Adelie","FEMALE"
"323","Torgersen",38.4,17.9,193,3400,"FEMALE","Adelie","Adelie","FEMALE"
"324","Torgersen",38.3,17.9,187.5,3225,"FEMALE","Adelie","Adelie","FEMALE"
"325","Dream",39.25,17.95,188,3362.5,"FEMALE","Adelie","Adelie","FEMALE"
"326","Dream",34.55,18.15,191.5,3400,"FEMALE","Adelie","Adelie","FEMALE"
"327","Biscoe",36.7,16.2,176,3187.5,"FEMALE","Adelie","Adelie","FEMALE"
"328","Dream",34.5,16.55,193,3075,"FEMALE","Adelie","Adelie","FEMALE"
"329","Torgersen",36.9,19.35,189.5,3412.5,"FEMALE","Adelie","Adelie","MALE"
"330","Torgersen",35.35,18.3,187.5,3625,"FEMALE","Adelie","Adelie","FEMALE"
"331","Biscoe",37.75,17.05,191,3050,"FEMALE","Adelie","Adelie","FEMALE"
"332","Dream",34.85,16.55,195.5,3312.5,"FEMALE","Adelie","Adelie","FEMALE"
"333","Dream",35.5,18.65,188.5,3412.5,"FEMALE","Adelie","Adelie","FEMALE"
"334","Torgersen",38.1,17.2,184.5,3462.5,"FEMALE","Adelie","Adelie","FEMALE"
"335","Dream",36.25,18.4,185,3425,"FEMALE","Adelie","Adelie","FEMALE"
"336","Biscoe",38.8,16.95,188.5,3325,"FEMALE","Adelie","Adelie","FEMALE"
"337","Dream",38.55,17.95,177,3400,"FEMALE","Adelie","Adelie","FEMALE"
"338","Dream",39.05,17.35,183.5,3175,"FEMALE","Adelie","Adelie","FEMALE"
"339","Torgersen",36.65,18,183.5,3425,"FEMALE","Adelie","Adelie","FEMALE"
"340","Biscoe",38.45,18.4,181.5,2950,"FEMALE","Adelie","Adelie","FEMALE"
"341","Dream",38.5,18.1,195,3500,"FEMALE","Adelie","Adelie","FEMALE"
"342","Biscoe",35.05,16.95,193.5,3550,"FEMALE","Adelie","Adelie","FEMALE"
"343","Torgersen",37.7,17.4,181.5,3525,"FEMALE","Adelie","Adelie","FEMALE"
"344","Torgersen",38.35,17.15,183.5,3025,"FEMALE","Adelie","Adelie","FEMALE"
"345","Biscoe",36.1,16.5,186,3600,"FEMALE","Adelie","Adelie","FEMALE"
"346","Dream",36.4,17.4,178.5,3437.5,"FEMALE","Adelie","Adelie","FEMALE"
"347","Torgersen",36.65,17.4,189.5,3150,"FEMALE","Adelie","Adelie","FEMALE"
"348","Biscoe",38.75,16.95,180,3400,"FEMALE","Adelie","Adelie","FEMALE"
"349","Torgersen",37.4,17.25,186.5,3350,"FEMALE","Adelie","Adelie","FEMALE"
"350","Dream",37.2,18.4,193.5,3037.5,"FEMALE","Adelie","Adelie","FEMALE"
"351","Torgersen",36.9,17.7,185.5,3525,"FEMALE","Adelie","Adelie","FEMALE"
"352","Torgersen",35.85,17.3,184.5,3625,"FEMALE","Adelie","Adelie","FEMALE"
"353","Torgersen",37.55,18,187.5,3375,"FEMALE","Adelie","Adelie","FEMALE"
"354","Torgersen",38.45,17.45,192.5,3375,"FEMALE","Adelie","Adelie","FEMALE"
"355","Biscoe",35.7,18.55,196.5,3225,"FEMALE","Adelie","Adelie","FEMALE"
"356","Dream",35.7,17.4,185.5,3087.5,"FEMALE","Adelie","Adelie","FEMALE"
"357","Dream",37.9,17.85,186,3175,"FEMALE","Adelie","Adelie","FEMALE"
"358","Dream",35.85,17.1,189.5,3525,"FEMALE","Adelie","Adelie","FEMALE"
"359","Biscoe",39.65,17.9,189,3425,"FEMALE","Adelie","Adelie","FEMALE"
"360","Torgersen",37.8,16.3,192.5,3375,"FEMALE","Adelie","Adelie","FEMALE"
"361","Biscoe",35.05,17.7,189,2975,"FEMALE","Adelie","Adelie","FEMALE"
"362","Dream",37.9,16.65,184.5,3500,"FEMALE","Adelie","Adelie","FEMALE"
"363","Torgersen",36.7,17.3,186.5,3650,"FEMALE","Adelie","Adelie","FEMALE"
"364","Torgersen",39.7,17.8,184.5,3350,"FEMALE","Adelie","Adelie","FEMALE"
"365","Biscoe",36.05,17.15,184.5,3000,"FEMALE","Adelie","Adelie","FEMALE"
"366","Torgersen",38.4,17.9,191,3487.5,"FEMALE","Adelie","Adelie","FEMALE"
"367","Torgersen",37.05,16.45,190,3325,"FEMALE","Adelie","Adelie","FEMALE"
"368","Torgersen",37.8,16.8,181,3562.5,"FEMALE","Adelie","Adelie","FEMALE"
"369","Biscoe",37.1,17.4,184.5,3175,"FEMALE","Adelie","Adelie","FEMALE"
"370","Torgersen",38.2,17.7,188.5,3400,"FEMALE","Adelie","Adelie","FEMALE"
"371","Dream",36.1,16.85,180,3537.5,"FEMALE","Adelie","Adelie","FEMALE"
"372","Dream",39.1,18,195,3237.5,"FEMALE","Adelie","Adelie","FEMALE"
"373","Biscoe",36,16.9,188,3375,"FEMALE","Adelie","Adelie","FEMALE"
"374","Dream",34.85,17.95,191.5,3550,"FEMALE","Adelie","Adelie","FEMALE"
"375","Dream",35.6,17.35,189.5,3550,"FEMALE","Adelie","Adelie","FEMALE"
"376","Torgersen",37.8,17.25,184.5,3450,"FEMALE","Adelie","Adelie","FEMALE"
"377","Torgersen",39.65,17.95,183,3325,"FEMALE","Adelie","Adelie","FEMALE"
"378","Biscoe",38.6,17.05,181.5,3600,"FEMALE","Adelie","Adelie","FEMALE"
"379","Biscoe",37.15,17.2,191.5,3325,"FEMALE","Adelie","Adelie","FEMALE"
"380","Torgersen",36.1,16.75,192,3150,"FEMALE","Adelie","Adelie","FEMALE"
"381","Biscoe",36.65,18,187,3437.5,"FEMALE","Adelie","Adelie","FEMALE"
"382","Torgersen",38.4,16.75,186,3400,"FEMALE","Adelie","Adelie","FEMALE"
"383","Torgersen",38.15,17.2,189.5,3450,"FEMALE","Adelie","Adelie","FEMALE"
"384","Biscoe",34.4,19.5,176,3525,"FEMALE","Adelie","Adelie","MALE"
"385","Dream",35.1,18.25,189,3375,"FEMALE","Adelie","Adelie","FEMALE"
"386","Biscoe",34.5,17.6,192.5,3275,"FEMALE","Adelie","Adelie","FEMALE"
"387","Biscoe",37.85,18.05,191.5,3350,"FEMALE","Adelie","Adelie","FEMALE"
"388","Dream",35.45,17.3,188.5,3437.5,"FEMALE","Adelie","Adelie","FEMALE"
"389","Biscoe",39.75,18.3,186,3500,"FEMALE","Adelie","Adelie","FEMALE"
"390","Torgersen",37.35,17.55,182.5,3400,"FEMALE","Adelie","Adelie","FEMALE"
"391","Biscoe",38.95,16.85,190,3162.5,"FEMALE","Adelie","Adelie","FEMALE"
"392","Dream",37.7,17.75,191.5,3162.5,"FEMALE","Adelie","Adelie","FEMALE"
"393","Dream",34.5,17.7,183.5,3375,"FEMALE","Adelie","Adelie","FEMALE"
"394","Biscoe",38.9,17.65,189.5,3300,"FEMALE","Adelie","Adelie","FEMALE"
"395","Biscoe",39.05,18.45,186,3075,"FEMALE","Adelie","Adelie","FEMALE"
"396","Dream",37,17.3,183,3775,"FEMALE","Adelie","Adelie","FEMALE"
"397","Torgersen",39.55,18.1,191.5,3337.5,"FEMALE","Adelie","Adelie","FEMALE"
"398","Biscoe",37.1,17.1,193.5,3612.5,"FEMALE","Adelie","Adelie","FEMALE"
"399","Biscoe",36.55,17.05,187,3675,"FEMALE","Adelie","Adelie","FEMALE"
"400","Biscoe",37.6,17.5,187.5,3337.5,"FEMALE","Adelie","Adelie","FEMALE"
"401","Torgersen",35.2,18.5,181,3425,"FEMALE","Adelie","Adelie","FEMALE"
"402","Torgersen",36,18.1,185.5,3450,"FEMALE","Adelie","Adelie","FEMALE"
"403","Torgersen",38.95,16.5,187.5,3200,"FEMALE","Adelie","Adelie","FEMALE"
"404","Dream",37.05,17.15,192,2962.5,"FEMALE","Adelie","Adelie","FEMALE"
"405","Biscoe",37.25,18.1,187.5,3512.5,"FEMALE","Adelie","Adelie","FEMALE"
"406","Torgersen",36.45,17.55,185.5,3100,"FEMALE","Adelie","Adelie","FEMALE"
"407","Torgersen",36.25,18.55,180.5,3075,"FEMALE","Adelie","Adelie","FEMALE"
"408","Torgersen",36.7,17.95,190.5,3162.5,"FEMALE","Adelie","Adelie","FEMALE"
"409","Torgersen",36.65,17.05,183.5,3650,"FEMALE","Adelie","Adelie","FEMALE"
"410","Dream",36.65,15.5,187.5,3375,"FEMALE","Adelie","Adelie","FEMALE"
"411","Torgersen",36.75,19.3,188,3600,"FEMALE","Adelie","Adelie","MALE"
"412","Biscoe",39.7,16.95,190.5,3425,"FEMALE","Adelie","Adelie","FEMALE"
"413","Torgersen",39.65,16.9,186,3525,"FEMALE","Adelie","Adelie","FEMALE"
"414","Dream",35.85,17.7,182.5,3225,"FEMALE","Adelie","Adelie","FEMALE"
"415","Torgersen",38.7,17.9,189,3425,"FEMALE","Adelie","Adelie","FEMALE"
"416","Dream",39.3,16.95,187.5,3712.5,"FEMALE","Adelie","Adelie","FEMALE"
"417","Dream",39.45,16.55,190,3400,"FEMALE","Adelie","Adelie","FEMALE"
"418","Dream",37.7,17.75,187,2912.5,"FEMALE","Adelie","Adelie","FEMALE"
"419","Biscoe",38.95,17.3,185.5,3300,"FEMALE","Adelie","Adelie","FEMALE"
"420","Dream",37.15,18.75,184,3425,"FEMALE","Adelie","Adelie","FEMALE"
"421","Biscoe",36.9,17.25,187.5,3125,"FEMALE","Adelie","Adelie","FEMALE"
"422","Biscoe",36.55,16.25,188.5,3550,"FEMALE","Adelie","Adelie","FEMALE"
"423","Dream",36.7,17.85,189,3087.5,"FEMALE","Adelie","Adelie","FEMALE"
"424","Dream",37.45,18.15,179.5,3375,"FEMALE","Adelie","Adelie","FEMALE"
"425","Biscoe",39.2,16.9,182.5,3625,"FEMALE","Adelie","Adelie","FEMALE"
"426","Torgersen",40.85,18.15,187.5,3300,"FEMALE","Adelie","Adelie","FEMALE"
"427","Biscoe",37,17.75,184,3162.5,"FEMALE","Adelie","Adelie","FEMALE"
"428","Dream",36.8,18.15,186,3750,"FEMALE","Adelie","Adelie","FEMALE"
"429","Torgersen",37,17.7,193.5,3475,"FEMALE","Adelie","Adelie","FEMALE"
"430","Biscoe",37.05,17.85,191.5,3162.5,"FEMALE","Adelie","Adelie","FEMALE"
"431","Dream",36.9,16.4,186,3387.5,"FEMALE","Adelie","Adelie","FEMALE"
"432","Biscoe",36,17.5,183.5,3675,"FEMALE","Adelie","Adelie","FEMALE"
"433","Dream",37.05,17.75,196,3575,"FEMALE","Adelie","Adelie","FEMALE"
"434","Biscoe",37.75,17.55,192.5,3362.5,"FEMALE","Adelie","Adelie","FEMALE"
"435","Biscoe",37.55,18.05,195.5,3262.5,"FEMALE","Adelie","Adelie","FEMALE"
"436","Biscoe",36.25,18.15,182.5,3475,"FEMALE","Adelie","Adelie","FEMALE"
"437","Biscoe",40.4,17.2,188.5,3475,"FEMALE","Adelie","Adelie","FEMALE"
"438","Torgersen",37.85,17,186.5,3600,"FEMALE","Adelie","Adelie","FEMALE"
"439","Dream",35.9,16.7,190,3075,"FEMALE","Adelie","Adelie","FEMALE"
"440","Dream",38.1,17.8,181.5,3375,"FEMALE","Adelie","Adelie","FEMALE"
"441","Torgersen",36.5,17.1,190,3337.5,"FEMALE","Adelie","Adelie","FEMALE"
"442","Torgersen",36,17.7,186,3200,"FEMALE","Adelie","Adelie","FEMALE"
"443","Biscoe",39.2,18.25,186,3312.5,"FEMALE","Adelie","Adelie","FEMALE"
"444","Dream",37.7,17.15,181.5,3725,"FEMALE","Adelie","Adelie","FEMALE"
"445","Torgersen",37.35,18,187.5,3300,"FEMALE","Adelie","Adelie","FEMALE"
"446","Dream",38.35,17.45,179.5,3350,"FEMALE","Adelie","Adelie","FEMALE"
"447","Torgersen",35.5,17.65,185,3050,"FEMALE","Adelie","Adelie","FEMALE"
"448","Biscoe",36.95,17.5,183,3625,"FEMALE","Adelie","Adelie","FEMALE"
"449","Biscoe",36.25,18.3,185.5,3162.5,"FEMALE","Adelie","Adelie","FEMALE"
"450","Biscoe",37.4,18.15,190,3162.5,"FEMALE","Adelie","Adelie","FEMALE"
"451","Dream",36.1,18.25,185,3700,"FEMALE","Adelie","Adelie","FEMALE"
"452","Biscoe",39.3,18.2,187,3562.5,"FEMALE","Adelie","Adelie","FEMALE"
"453","Dream",39.3,16.55,185,3500,"FEMALE","Adelie","Adelie","FEMALE"
"454","Biscoe",37.25,18.35,190,3637.5,"FEMALE","Adelie","Adelie","FEMALE"
"455","Biscoe",37.5,17.3,186,3750,"FEMALE","Adelie","Adelie","FEMALE"
"456","Biscoe",35.75,18.6,189,3112.5,"FEMALE","Adelie","Adelie","FEMALE"
"457","Dream",37.8,17.8,182.5,3200,"FEMALE","Adelie","Adelie","FEMALE"
"458","Biscoe",37.9,17.35,185.5,3575,"FEMALE","Adelie","Adelie","FEMALE"
"459","Dream",37,16.75,185,3100,"FEMALE","Adelie","Adelie","FEMALE"
"460","Dream",38.2,17.45,189.5,3237.5,"FEMALE","Adelie","Adelie","FEMALE"
"461","Dream",35.25,18,185.5,3237.5,"FEMALE","Adelie","Adelie","FEMALE"
"462","Torgersen",37.85,17.2,191,3125,"FEMALE","Adelie","Adelie","FEMALE"
"463","Dream",40.25,17.6,190,3275,"FEMALE","Adelie","Adelie","FEMALE"
"464","Dream",39.5,17.55,187.5,3350,"FEMALE","Adelie","Adelie","FEMALE"
"465","Biscoe",34.8,16.75,185.5,3250,"FEMALE","Adelie","Adelie","FEMALE"
"466","Dream",36.25,17.2,188.5,3350,"FEMALE","Adelie","Adelie","FEMALE"
"467","Biscoe",37,17.45,181,3475,"FEMALE","Adelie","Adelie","FEMALE"
"468","Dream",34.75,17.5,190.5,3200,"FEMALE","Adelie","Adelie","FEMALE"
"469","Torgersen",36.25,18.55,191.5,3250,"FEMALE","Adelie","Adelie","FEMALE"
"470","Torgersen",37.75,17.5,190,3375,"FEMALE","Adelie","Adelie","FEMALE"
"471","Torgersen",38.2,17.85,191.5,3300,"FEMALE","Adelie","Adelie","FEMALE"
"472","Dream",37.3,17.7,189,3175,"FEMALE","Adelie","Adelie","FEMALE"
"473","Biscoe",36.75,18.6,186,3375,"FEMALE","Adelie","Adelie","FEMALE"
"474","Torgersen",37.15,17.35,195.5,3450,"FEMALE","Adelie","Adelie","FEMALE"
"475","Dream",39.3,18.15,191,3125,"FEMALE","Adelie","Adelie","FEMALE"
"476","Dream",37.9,18.2,188,3312.5,"FEMALE","Adelie","Adelie","FEMALE"
"477","Biscoe",36.05,17.35,195,3475,"FEMALE","Adelie","Adelie","FEMALE"
"478","Dream",37.35,18.95,192,3537.5,"FEMALE","Adelie","Adelie","MALE"
"479","Dream",36.5,18.5,191,3350,"FEMALE","Adelie","Adelie","FEMALE"
"480","Dream",36,17.75,185.5,3025,"FEMALE","Adelie","Adelie","FEMALE"
"481","Torgersen",34.8,16.65,189,3400,"FEMALE","Adelie","Adelie","FEMALE"
"482","Biscoe",36.4,18,192,3550,"FEMALE","Adelie","Adelie","FEMALE"
"483","Biscoe",35.8,16.6,186,3225,"FEMALE","Adelie","Adelie","FEMALE"
"484","Dream",38.5,17.75,183.5,3275,"FEMALE","Adelie","Adelie","FEMALE"
"485","Biscoe",36.55,17.5,183,3275,"FEMALE","Adelie","Adelie","FEMALE"
"486","Biscoe",35.5,18.55,182,3200,"FEMALE","Adelie","Adelie","FEMALE"
"487","Dream",38.75,17.7,185,3462.5,"FEMALE","Adelie","Adelie","FEMALE"
"488","Dream",38.8,18.15,189.5,3200,"FEMALE","Adelie","Adelie","FEMALE"
"489","Biscoe",37.55,18.4,188.5,3375,"FEMALE","Adelie","Adelie","FEMALE"
"490","Torgersen",39.75,18.25,187.5,3250,"FEMALE","Adelie","Adelie","FEMALE"
"491","Biscoe",37.3,17.3,182.5,3450,"FEMALE","Adelie","Adelie","FEMALE"
"492","Biscoe",36,17.7,190.5,3262.5,"FEMALE","Adelie","Adelie","FEMALE"
"493","Torgersen",36.05,17.7,181,3212.5,"FEMALE","Adelie","Adelie","FEMALE"
"494","Torgersen",35.85,18.25,188.5,3575,"FEMALE","Adelie","Adelie","FEMALE"
"495","Dream",36.25,17.45,190,3437.5,"FEMALE","Adelie","Adelie","FEMALE"
"496","Dream",36,17.35,179.5,3125,"FEMALE","Adelie","Adelie","FEMALE"
"497","Biscoe",39.95,18.15,189,3250,"FEMALE","Adelie","Adelie","FEMALE"
"498","Dream",39.6,18.2,190,3375,"FEMALE","Adelie","Adelie","FEMALE"
"499","Biscoe",35.1,17.75,186,3500,"FEMALE","Adelie","Adelie","FEMALE"
"500","Biscoe",36.05,18.1,190.5,3225,"FEMALE","Adelie","Adelie","FEMALE"
"501","Torgersen",36.9,16.85,191,3300,"FEMALE","Adelie","Adelie","FEMALE"
"502","Torgersen",38,17.05,188.5,3075,"FEMALE","Adelie","Adelie","FEMALE"
"503","Torgersen",34,17.5,191,3425,"FEMALE","Adelie","Adelie","FEMALE"
"504","Dream",39.6,19.8,188.5,3112.5,"FEMALE","Adelie","Adelie","MALE"
"505","Biscoe",40.45,15.8,199,3625,"FEMALE","Adelie","Gentoo","FEMALE"
"506","Biscoe",35.25,17.6,187,3675,"FEMALE","Adelie","Adelie","FEMALE"
"507","Dream",36,18.1,192,3187.5,"FEMALE","Adelie","Adelie","FEMALE"
"508","Torgersen",38.75,15.8,186.5,3450,"FEMALE","Adelie","Adelie","FEMALE"
"509","Dream",37.85,17.1,186.5,3100,"FEMALE","Adelie","Adelie","FEMALE"
"510","Dream",36.1,17.45,186.5,3662.5,"FEMALE","Adelie","Adelie","FEMALE"
"511","Torgersen",39.05,18.2,191,3175,"FEMALE","Adelie","Adelie","FEMALE"
"512","Dream",39.3,15.75,188,3450,"FEMALE","Adelie","Adelie","FEMALE"
"513","Dream",36.1,17.85,190,3100,"FEMALE","Adelie","Adelie","FEMALE"
"514","Torgersen",36.15,18.75,186,3175,"FEMALE","Adelie","Adelie","FEMALE"
"515","Torgersen",35.85,16.85,191,3250,"FEMALE","Adelie","Adelie","FEMALE"
"516","Biscoe",37.6,17.8,190.5,3275,"FEMALE","Adelie","Adelie","FEMALE"
"517","Biscoe",37.55,17.55,186.5,3425,"FEMALE","Adelie","Adelie","FEMALE"
"518","Torgersen",37.15,18.25,183.5,3750,"FEMALE","Adelie","Adelie","FEMALE"
"519","Torgersen",36.95,17.05,187,3200,"FEMALE","Adelie","Adelie","FEMALE"
"520","Biscoe",37.35,17,188,3662.5,"FEMALE","Adelie","Adelie","FEMALE"
"521","Biscoe",35.95,18.6,187.5,3762.5,"FEMALE","Adelie","Adelie","MALE"
"522","Biscoe",37.3,18.1,183.5,3487.5,"FEMALE","Adelie","Adelie","FEMALE"
"523","Biscoe",37.6,18.2,185.5,3525,"FEMALE","Adelie","Adelie","FEMALE"
"524","Torgersen",38.8,18.6,189.5,3825,"FEMALE","Adelie","Adelie","MALE"
"525","Biscoe",38.2,18.55,190.5,3550,"FEMALE","Adelie","Adelie","FEMALE"
"526","Dream",37.75,16.2,186.5,3425,"FEMALE","Adelie","Adelie","FEMALE"
"527","Torgersen",38.1,17.35,182.5,3300,"FEMALE","Adelie","Adelie","FEMALE"
"528","Biscoe",37.7,17.45,188,3325,"FEMALE","Adelie","Adelie","FEMALE"
"529","Torgersen",35.8,18.4,190,3800,"FEMALE","Adelie","Adelie","MALE"
"530","Dream",39.35,17.7,185.5,2875,"FEMALE","Adelie","Adelie","FEMALE"
"531","Dream",39.6,16.5,189.5,3800,"FEMALE","Adelie","Adelie","FEMALE"
"532","Torgersen",37.45,17.65,185.5,3575,"FEMALE","Adelie","Adelie","FEMALE"
"533","Torgersen",36.3,17.4,184.5,2925,"FEMALE","Adelie","Adelie","FEMALE"
"534","Dream",36.3,16.7,190.5,3262.5,"FEMALE","Adelie","Adelie","FEMALE"
"535","Dream",37.05,18.6,196,3475,"FEMALE","Adelie","Adelie","FEMALE"
"536","Torgersen",37.3,17.4,191.5,3200,"FEMALE","Adelie","Adelie","FEMALE"
"537","Torgersen",37.15,18.25,186.5,3575,"FEMALE","Adelie","Adelie","FEMALE"
"538","Biscoe",38.1,19.05,189.5,3125,"FEMALE","Adelie","Adelie","FEMALE"
"539","Biscoe",35.6,17.3,183.5,3487.5,"FEMALE","Adelie","Adelie","FEMALE"
"540","Biscoe",37.05,17.75,185.5,3437.5,"FEMALE","Adelie","Adelie","FEMALE"
"541","Torgersen",37.95,17.35,190,3675,"FEMALE","Adelie","Adelie","FEMALE"
"542","Torgersen",37.05,18.2,188.5,3275,"FEMALE","Adelie","Adelie","FEMALE"
"543","Biscoe",38.1,18.15,180.5,3562.5,"FEMALE","Adelie","Adelie","FEMALE"
"544","Biscoe",38.25,17.45,189.5,3112.5,"FEMALE","Adelie","Adelie","FEMALE"
"545","Torgersen",35.85,17.8,185,3512.5,"FEMALE","Adelie","Adelie","FEMALE"
"546","Dream",37.95,17.2,180.5,3375,"FEMALE","Adelie","Adelie","FEMALE"
"547","Biscoe",35,18.05,181,3425,"FEMALE","Adelie","Adelie","FEMALE"
"548","Dream",38.85,16.65,188,3612.5,"FEMALE","Adelie","Adelie","FEMALE"
"549","Dream",37.45,18.05,176,3175,"FEMALE","Adelie","Adelie","FEMALE"
"550","Dream",38.65,16.9,190,3325,"FEMALE","Adelie","Adelie","FEMALE"
"551","Torgersen",36,17.15,178.5,3325,"FEMALE","Adelie","Adelie","FEMALE"
"552","Dream",34.35,17.5,179,3625,"FEMALE","Adelie","Adelie","FEMALE"
"553","Dream",39.15,17.7,184.5,3150,"FEMALE","Adelie","Adelie","FEMALE"
"554","Torgersen",35.4,18.3,188,3450,"FEMALE","Adelie","Adelie","FEMALE"
"555","Torgersen",38,17.8,193.5,3437.5,"FEMALE","Adelie","Adelie","FEMALE"
"556","Torgersen",35.6,18.2,190,3500,"FEMALE","Adelie","Adelie","FEMALE"
"557","Dream",36.55,19.1,186,3175,"FEMALE","Adelie","Adelie","FEMALE"
"558","Dream",39.05,18.15,189,3000,"FEMALE","Adelie","Adelie","FEMALE"
"559","Dream",36.8,17.6,187.5,3325,"FEMALE","Adelie","Adelie","FEMALE"
"560","Dream",38.85,17.35,185.5,3350,"FEMALE","Adelie","Adelie","FEMALE"
"561","Dream",37.45,16.9,177.5,3275,"FEMALE","Adelie","Adelie","FEMALE"
"562","Dream",39.9,17.35,185.5,3400,"FEMALE","Adelie","Adelie","FEMALE"
"563","Dream",35.55,16.45,192.5,3562.5,"FEMALE","Adelie","Adelie","FEMALE"
"564","Torgersen",35.45,17.8,181,3375,"FEMALE","Adelie","Adelie","FEMALE"
"565","Biscoe",36.35,16.85,180.5,3387.5,"FEMALE","Adelie","Adelie","FEMALE"
"566","Dream",35.1,17.4,188,3225,"FEMALE","Adelie","Adelie","FEMALE"
"567","Dream",37.7,18.8,191,3525,"FEMALE","Adelie","Adelie","FEMALE"
"568","Torgersen",39.2,17,180.5,3475,"FEMALE","Adelie","Adelie","FEMALE"
"569","Biscoe",36.45,18.65,193,3750,"FEMALE","Adelie","Adelie","MALE"
"570","Dream",38.15,17.45,194.5,3250,"FEMALE","Adelie","Adelie","FEMALE"
"571","Biscoe",40.55,17.8,186.5,3425,"FEMALE","Adelie","Adelie","FEMALE"
"572","Dream",38.05,18.55,194.5,3550,"FEMALE","Adelie","Adelie","FEMALE"
"573","Dream",37.05,17.65,193,3300,"FEMALE","Adelie","Adelie","FEMALE"
"574","Biscoe",34.5,17.9,177,3387.5,"FEMALE","Adelie","Adelie","FEMALE"
"575","Biscoe",37.95,17.95,185,3375,"FEMALE","Adelie","Adelie","FEMALE"
"576","Biscoe",35.35,17.3,194.5,3337.5,"FEMALE","Adelie","Adelie","FEMALE"
"577","Torgersen",38.2,16.6,189.5,3362.5,"FEMALE","Adelie","Adelie","FEMALE"
"578","Torgersen",37,17.4,196.5,3500,"FEMALE","Adelie","Adelie","FEMALE"
"579","Dream",37.4,18.25,188,3475,"FEMALE","Adelie","Adelie","FEMALE"
"580","Biscoe",35.5,17.75,191,3262.5,"FEMALE","Adelie","Adelie","FEMALE"
"581","Dream",39.95,16.05,188,3400,"FEMALE","Adelie","Chinstrap","FEMALE"
"582","Dream",38.15,17.3,185.5,3150,"FEMALE","Adelie","Adelie","FEMALE"
"583","Dream",39.5,15.8,184,3750,"FEMALE","Adelie","Gentoo","FEMALE"
"584","Biscoe",35.85,17.45,188.5,3225,"FEMALE","Adelie","Adelie","FEMALE"
"585","Biscoe",38.5,18.3,191.5,3325,"FEMALE","Adelie","Adelie","FEMALE"
"586","Biscoe",38.55,16.8,191,3550,"FEMALE","Adelie","Adelie","FEMALE"
"587","Biscoe",36.6,17.75,185,3625,"FEMALE","Adelie","Adelie","FEMALE"
"588","Torgersen",36.4,16,187,3400,"FEMALE","Adelie","Adelie","FEMALE"
"589","Dream",37.5,16.7,190,3225,"FEMALE","Adelie","Adelie","FEMALE"
"590","Dream",38.1,17.55,190.5,3637.5,"FEMALE","Adelie","Adelie","FEMALE"
"591","Biscoe",38.45,17.8,188,3562.5,"FEMALE","Adelie","Adelie","FEMALE"
"592","Torgersen",34.25,17.9,194,3325,"FEMALE","Adelie","Adelie","FEMALE"
"593","Biscoe",38.55,17.15,188,3462.5,"FEMALE","Adelie","Adelie","FEMALE"
"594","Torgersen",37.6,18.55,186.5,3325,"FEMALE","Adelie","Adelie","FEMALE"
"595","Torgersen",37,16.75,188,2962.5,"FEMALE","Adelie","Adelie","FEMALE"
